"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/30","COSU6383138640","Cosu, China Ocean Steamship Ltd","835 South Brea Boulevard Brea Ca United States","United States","US","","Phone Numbers:  --- Emails: ","Rod International Chb Services Llc","4733","4000*900*800","45R1","Long Beach, Ca","2709","Qingdao","57047","20240529","","030420","","","COSU6383138640","","","835 South Brea Boulevard Brea Ca United States","US","Rod International Chb Services Llc","Iqf Ocean Perch Fillets Skinless Boneless Iqf Pollock Fillets Skinless Boneless","Iqf Ocean Perch Fillets Skinless Boneless Iqf Pollock Fillets Skinless Boneless","1150","CTN","Xiyanggong Village Heidao Town Dalian Ln 116000 China","China","CN","Dalian Zhengjun Foodstuffs Company","","Phone Numbers:  --- Emails: ","1903","2","9355563","Cosco Kaohsiung","102e","18250"
"2024/05/30","OSTIDLBOS2430093","Osti, On-Site Trucking Co","461 Boston Street Unit D 6 Topsfie Ld Ma 01983 Usa","United States","US","","Phone Numbers:  --- Emails: ","Rainbow Seafood Inc","801","4000*900*800","45R1","Boston, Ma","0401","Qingdao","57047","20240516","","030250","","","EGLV144400064846","","","461 Boston Street Unit D 6 Topsfie Ld Ma 01983 Usa","US","Rainbow Seafood Inc","Iqf Pacific Cod Loins","Iqf Pacific Cod Loins","4400","CTN","Xiyanggong Village Heida O Town Zhuanghe Dalian Liaoning 116431 China","China","CN","Dalian Zhengjun Foodstuffs Co Ltd","","Phone Numbers:  --- Emails: ","1903","2","Ever Lasting","Ever Lasting","076e","23500"
"2024/05/30","OOLU2736516469","Oolu, Orient Overseas Container Line Inc","16766 Tamarind Court Chino Hills Ca United States","United States","US","","Phone Numbers:  --- Emails: ","Pangamia Inc","211","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Vung Tau","55206","20240520","","030261","","","OOLU2736516469","","","227 W Grand Ave El Segundo Ca United States","US","Flegenheimer International Inc","Frozen Swai Fillet Pangasianodon Hypophthalmus","Frozen Swai Fillet (Pangasianodon Hypophthalmus)","2800","CTN","Navico 19D Tran Hung Dao Street Long Xuyen Vietnam","Vietnam","VN","Nam Viet Corp","","Phone Numbers:  --- Emails: ","403","2","9780861","Cma Cgm T. Jefferson","1tu7j","23940"
"2024/05/30","EGLV081400056965","Eglv, Eagle Van Lines Inc","1912 E Vernon Ave Vernon Ca 90058 Claudia Rivera Claudiar@Tbfish Com Phone 323-588-9933","United States","US","tbfish.com","Phone Numbers:  --- Emails: ","Tb Fish Import Inc","4051","4000*900*800","45R1","Savannah, Ga","1703","Kao Hsiung","58309","20240529","Fish and crustaceans, molluscs and other aquatic invertebrates ; Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption ; Frozen ; Other shrimps and prawns","030617","Other shrimps and prawns","","EGLV081400056965","Tbf Brand Tbf Brand","Tbf Brand Tbf Brand The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same The Same","3060 North Gallagher Road Po Box 750 Dover Florida 33527 U S A Claudia Rivera Claudiar@Tbfish Com","US","Tampa Bay Fisheries Inc","Frozen Shrimp Frozen Shrimp Proforma Tbf Manufacturer Pabrik Lamongan Bmi Raya Lamongan Gresik Dusun Gajah Desa Rejosari Kecamatan Deket Lamongan Jawa Timur Indonesia Importer Record Bumi Menara Internusa Margomulyo Tandes Surabaya Indonesia Importer Record Usfda Registration Reefer Temperature Degrees Celsius Phone","Frozen Shrimp 1,700 Cases Of Frozen Shrimp Po Number 27107 Proforma Invoice No. 0214-030/Tbf-032/Ii/24 Net Weight 34,000.00 Lbs = 15,436.00 Kgs Gross Weight 42,619.00 Lbs = 19,349.03 Kgs Manufacturer Pt. Pabrik Lamongan Bmi Raya Lamongan - Gresik Km. 40, Dusun Gajah, Desa Rejosari, Kecamatan Deket, Lamongan, Jawa Timur, Indonesia Importer Of Record Pt. Bumi Menara Internusa Jl. Margomulyo 4E Tandes Surabaya, Indonesia Importer Of Record Number 004-008694-240 Usfda Registration Number 14438644988 Reefer Container Temperature Set At -25.0 Degrees Celsius @ Phone 800-234-2561 Fax 813-752-3168 Hs Code 030617","1700","CAS","Raya Lamongan - Gresik Km 40 Dusun Gajah Desa Rejosari Kecamatan Deket Lamongan Jawa Timur Indonesia","Indonesia","ID","Pt Pabrik Lamongan Bmi","","Phone Numbers:  --- Emails: ","3219","2","9850563","Ever Fortune","1248e","19349"
"2024/05/30","SGOISSFN24043798","Sgoi","11180 Blasius Rd","United States","US","","Phone Numbers:  --- Emails: ","Overseas Foods Trade Ltd","9922","4000*900*800","45R0","Jacksonville, Fl","1803","Le Havre","42737","20240523","","030624","","","MEDUF5261021","","P04638","2200 Fletcher Ave Ste 702","US","Overseas Foods Trade Ltd","Frozen Crepes","Frozen Crepes","1440","CTN","2 Boulevard De L Industrie Contres","France","FR","St Michel Biscuits","","Phone Numbers:  --- Emails: ","1579","1.5","Msc Aldebaran Iii","Msc Aldebaran Iii","417r","11527"
"2024/05/30","ONEYTYOE58466A01","Oney","1720 Windward Concourse Suite 125 Alpharetta Ga 30005-2232 Us","United States","US","","Phone Numbers:  --- Emails: ","Tosoh Specialty Chemicals Usa Inc","3414","2000*806*802","2CT2","Los Angeles, Ca","2704","Kobe","58840","20240530","","030490","","","ONEYTYOE58466500","","","1720 Windward Concourse Suite 125 Alpharetta Ga 30005-2232 Us","US","Tosoh Specialty Chemicals Usa Inc","Coronate Hxr Bulk","Coronate Hxr Bulk","1","TNK","3-8-2 Shiba Minato-Ku Tokyo Jap Tokyo 13 105-8623 Jp","Japan","JP","Tosoh Corp","","Phone Numbers:  --- Emails: ","3096","1.5","9312999","Nyk Orion","076e","19760"
"2024/05/30","SGOISSFN24044166","Sgoi","2200 Fletcher Ave Ste 702","United States","US","","Phone Numbers:  --- Emails: ","Overseas Foods Trade Ltd","9922","4000*900*800","45R0","New York, Ny","1001","Le Havre","42737","20240429","","030624","","","MEDUF5365004","Ssfn","Po4648 H/Bl:Ssfn24044166","2200 Fletcher Ave Ste 702","US","Overseas Foods Trade Ltd","Frozen Pancakes","Frozen Pancakes","840","CTN","2 Rue Paul Journee","France","FR","Lemarie Patissier","","Phone Numbers:  --- Emails: ","440","1.5","9724049","Msc Brittany","420a","8634"
"2024/05/30","SGOISSFN24042345","Sgoi","11180 Blasius Rd","United States","US","","Phone Numbers:  --- Emails: ","Overseas Foods Trade Ltd","9922","4000*900*800","4532","Jacksonville, Fl","1803","Le Havre","42737","20240525","","030624","","","MEDUF5235421","Ssfn","Ssfn24042345","2200 Fletcher Ave Ste 702","US","Overseas Foods Trade Ltd","Frozen Pancakes","Frozen Pancakes","840","CTN","2 Rue Paul Journee","France","FR","Lemarie Patissier","","Phone Numbers:  --- Emails: ","440","1.5","9244881","Msc Arushi R.","nn416","8634"
"2024/05/30","OOLU2738215912","Oolu, Orient Overseas Container Line Inc","No 10 Aly 181 Fushang Ln Xitun Taichung 407039 Taiwan","United States","US","","Phone Numbers:  --- Emails: ","Jin Ku Food Co Ltd","1347","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","","030624","","","OOLU2738215912","","","","","","Frozen Pork","Frozen Pork","2350","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2","9229324","Gsl Christen","083w","24017"
"2024/05/30","OOLU2738215914","Oolu, Orient Overseas Container Line Inc","No 169 Hu Di Ming Hwa Li Ta-Lin Talin Chiayi Taiwan","United States","US","","Phone Numbers:  --- Emails: ","Luh Hong Co Ltd","127","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","","030624","","","OOLU2738215914","","","","","","Frozen Pork","Frozen Pork","997","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2","9229324","Gsl Christen","083w","24272"
"2024/05/30","CMDUSGN2082048","Cmdu, Compagnie Maritime Daffretemen","205 E River Park Circle Suite 310 Fresno - 93720 Ca Us Tel No 559-256-6271","United States","US","","Phone Numbers:  --- Emails: ","Olam Farming Inc","3539","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","Vung Tau","55206","20240527","Fish and crustaceans, molluscs and other aquatic invertebrates ; Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption ; Fish, salted but not dried or smoked and fish in brine, other than edible fish offal ; Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","030562","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","","CMDUSGN2082048","","","1319 North Broad Street Hillside Nj 07205 Tel: 001 908 282 9440","US","Jaf Global Logistics","Unsalted Cashews Salted Cashews Salted Cashews Fcl Cartonshipment Mail Olamsupport Jafgl Ofi Imports Ofi","Freight Collect Wf Unsalted Cashews 42Oz Wf Salted Cashews 42Oz Wf Salted H P Cashews 42Oz In One (40-Ft) Fcl Container With 1200 Cartonshipment In Cartons - 1200 Cartons N.W: 37,800.667 Lbs / (17,146.080 Kgs) G.W: 45,143.682 Lbs / (20,477.040 Kgs) ( ) Mail: Olamsupport Jafgl.Com Ofi-Pl-Imports Ofi.Com","1200","CTN","Lot L Road No 6 An Phuoc Industrial Park An Phuoc Commune","Vietnam","VN","Olam Vietnam Food Processing Co Ltd","","Phone Numbers:  --- Emails: ","1622","2","9780861","Cma Cgm T. Jefferson","1tu7j","24177"
"2024/05/30","ONEYHKTE01134900","Oney","1100 S Santa Fe Ave Los Angeles C A 90021 Us","United States","US","","Phone Numbers:  --- Emails: ","Oj Import & Export Inc","128","4000*907*802","4FR0","Los Angeles, Ca","2704","Kobe","58840","20240530","","030380","","","ONEYHKTE01134900","","","1100 S Santa Fe Ave Los Angeles C A 90021 Us","US","Same As Consignee ","Frozen Fish Frozen Yellowtail Fillet Frozen","Frozen Fish, Frozen Yellowtail Fillet, Frozen","1120","PKG","7922-3 Kiiremaenohamacho Kagoshima Kagoshima 46 891-0205 Jp","Japan","JP","Seiki Inc","","Phone Numbers:  --- Emails: ","52","1.5","9312999","Nyk Orion","076e","16621"
"2024/05/30","MAEU238788952","Maeu, Maersk Lines, Inc.","703 Waterford Way Suite 510 Miami Fl 33126 U S A Ph: 305-364-0009 Fax: 305-364-0154","United States","US","","Phone Numbers: ,  --- Emails: ","Multi X Inc","28","4000*906*802","4ER0","New York/Newark Area, Newark, Nj","4601","Puerto Manzanillo","22556","20240530","Fish and crustaceans, molluscs and other aquatic invertebrates ; Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen ; Frozen fillets of other fish ; Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) Atlantic Salmon (Salmo salar) and Danube salmon (Hucho hucho)","030481","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) Atlantic Salmon (Salmo salar) and Danube salmon (Hucho hucho)","","MAEU238788952","","","227 W Grand Avenue El Segundo Ca 90245 U S A Ph: 310-322-4366","US","Flegenheimer International Inc","Frozen Atlantic Salmon Fillet Salmo Salar Pounds Temperature Recorder Ser Ial Aaa Prepai Refrigerated Cargo Grees Celsius","1.512 Cartons Frozen Atlantic Salmon Fillet (Salmo Salar) 39,111.02 Net Pounds H.S.030 4.81 Temperature Recorder Ser Ial No.Aaa7491 Freight Prepai D Refrigerated Cargo At-18 De Grees Celsius","1512","CTN","Avenida Cardonal 2501 Puerto Montt Chile","Chile","CL","Multi X S A","","Phone Numbers:  --- Emails: ","701","2","9440825","Dubai Express","421n","19514"
"2024/05/30","COSU6384135520","Cosu, China Ocean Steamship Ltd","604 Zhuoyue Building On Southeas Shenzhen Gd 518000 China","United States","US","","Phone Numbers:  --- Emails: ","Shenzhen Ruikaixi Import & Export","47","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240527","","030624","","","COSU6384135520","Cers","Cers Va7283202405133 482729","604 Zhuoyue Building On Southeas Shenzhen Gd 518000 China","US","Shenzhen Ruikaixi Import & Export","Frozen Pork Hind Feet","Frozen Pork Hind Feet","2600","CTN","Suite 205 1077 Sainte Mathieu Montreal Qc H3H 2S4 Canada","Canada","CA","Kristom Canada","","Phone Numbers:  --- Emails: ","3755","2.02","9780861","Cma Cgm T. Jefferson","1tu7i","26988"
"2024/05/30","COSU6384291540","Cosu, China Ocean Steamship Ltd","Lim G205 Building 3 No 6 Of Yinjian R Guangzhou Gd China","United States","US","","Phone Numbers:  --- Emails: ","Guangzhou Fengyou Trade Company","14","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240527","","030624","","","COSU6384291540","Cers","Cers Va7283202405143 487052","Lim G205 Building 3 No 6 Of Yinjian R Guangzhou Gd China","US","Guangzhou Fengyou Trade Company","Frozen Pork Hind Feet","Frozen Pork Hind Feet","2600","CTN","Suite 205 1077 Sainte Mathieu Montreal Qc H3H 2S4 Canada","Canada","CA","Kristom Canada","","Phone Numbers:  --- Emails: ","3755","2.02","9780861","Cma Cgm T. Jefferson","1tu7i","26988"
"2024/05/30","GWUCDWSE2405005","Gwuc","7101 East Slauson Avenue Los Angeles Ca 90040-3622 U S A","United States","US","","Phone Numbers:  --- Emails: ","Jfc International Inc","4507","2000*806*800","","Oakland, Ca","2811","Qingdao","57047","20240528","","030759","","","EGLV140400866371","Emp Ventclosed","Emp-18C Ventclosed","48490 Milmont Drive Fremont Ca 94538 U S A","US","Jfc International Inc","Frozen Grilled Wheat Cake Real Octopus","Frozen Grilled Wheat Cake With Real Octopus T","2691","CTN","Room 104 No 72 Building Of Yuan Yang Tian Di Ba Li Zhuang Xi Li","China","CN","Jfc Sheng Yuan Hong Trade Co Ltd","","Phone Numbers:  --- Emails: ","52","1","9604081","Ever Logic","071e","17356"
"2024/05/30","SRBLSRJPKS240410","Srbl, Speribel Transports Inc","19905 S Susana Rd","United States","US","","Phone Numbers:  --- Emails: ","Khee Trade Co Ltd","1658","4000*900*800","45R1","Los Angeles, Ca","2704","Tokyo","58886","20240522","","030360","","","OOLU4120372920","","","19905 S Susana Rd","US","Khee Trade Co Ltd","Frozen Pollack Gadus Chalcogrammus Pallas","Frozen Pollack W/R I.Q.F. (Gadus Chalcogrammus Pallas, 1814)","2000","CAS","4-1-38 Kitaokinosu Tokushima-Shi","Canada","CA","Tokushima Daisui Uoichi Co Ltd","","Phone Numbers:  --- Emails: ","6","2","Nyk Orion","Nyk Orion","076e","20800"
"2024/05/30","CMDUDJA1198159","Cmdu, Compagnie Maritime Daffretemen","2749 Ocean Ave Brooklyn Ny 11229 United States","United States","US","","Phone Numbers:  --- Emails: ","F R Goldfish Corp","101","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Singapore","55976","20240527","","030613","","","CMDUDJA1198159","","","18 F No 1285 Zhonghua 5Th Rd Qianzhen Dist Kaohsiung City 80661 Taiwan","TW","Elite Seafood Ltd","Telex Dok Idbit Peb Cargo Stowed Refrigerated Requested Carrying Temperatu Degrees Celsius Frozen Yellowfin Tuna Thunalbacares Wild Caught Nett","Telex 028094934-028094942 Dok 600455 20240316 Idbit 111100 Peb Cargo Is Stowed In A Refrigerated Container At The Shipper S Requested Carrying Temperatu-25 Degrees Celsius 1,460 Carton S Of Frozen Yellowfin Tuna (Thunalbacares) Wild Caught Nett Weight : 43,800.00 Lbs / 19,885.20 Kgs Gross Weight : 46,720.00 Lbs / 21,210.88 Kgs Freight Prepaid","1460","CTN","Jl Efraim Lengkong Lingkungan Iv Rt 03 Kel Manembo-Nembo Kec Matuari Kota Bitung","Indonesia","ID","Pt Anping Seafood Indonesia","","Phone Numbers:  --- Emails: ","117","2","9780861","Cma Cgm T. Jefferson","1tu7j","25910"
"2024/05/30","COSU6384298390","Cosu, China Ocean Steamship Ltd","47-51 Kwai Fung Crescent Hong Kong Hong Kong","United States","US","","Phone Numbers:  --- Emails: ","Angliss Hong Kong Food Service Limi","98","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240530","","030420","","","COSU6384298390","Cers","Cers Kc0643202405233 509403","47-51 Kwai Fung Crescent Hong Kong Hong Kong","US","Angliss Hong Kong Food Service Limi","Pork Rib Finger Meat Pre Cut Frozen Ground Ork Froze","Pork Rib Finger Meat Pre-Cut Frozen Ground P Ork 80/20 Froze","2637","CAS","11528 Eburne Way Richmond Bc V6V 2G7 Canada","Canada","CA","Donald S Fine Foods","","Phone Numbers:  --- Emails: ","998","2.02","9229324","Gsl Christen","083e","26400"
