"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/30","DSVFRIO0010437","Dsvf","2100 Av St-Laurent","United States","US","","Phone Numbers:  --- Emails: ","Citadelle Maple Syrup Producers Cit","6","2000*806*800,2000*806*800","22G0,22G0","Los Angeles, Ca","2704","Rio De Janeiro","35171","20240515","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Natural honey","040900","Natural honey","","HLCURI5240407227","Drums Cntr Express Release","142 Drums In 02X20 Cntr . Express Release","","","","Honey","Honey","142","DRM","Av Um 317","Brazil","BR","Melbras Importadora E Exportadora A","","Phone Numbers:  --- Emails: ","379","3","9629380","Tokyo Bay","2412n","42760"
"2024/05/30","MAEI239046067","Maei","121 Stejon St Suite 800 80903 Springs Colorado Us","United States","US","","Phone Numbers:  --- Emails: ","Saunders Samuel Jppso Cos","1","4000*906*802","4EB0","Houston, Tx","5301","Bremerhaven","42870","20240530","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; Other ; Not containing added sugar or other sweetening matter","040291","Not containing added sugar or other sweetening matter","","MAEI238766726","","","121 Stejon St Suite 800 80903 Springs Colorado Us","US","Saunders Samuel Jppso Cos","Household Personal Ffects Harmonized Tariff Sche Dule Gmsq Wkas Saunders Samuel Cft House House Shippers Cou Payable Seaco Hipping Under Terms Ser Vice Contract","Household Goods And Personal E Ffects Harmonized Tariff Sche Dule: 9805.00.50 Gmsq Wkas0 240917 Saunders, Samuel 11/11 Boxes 13681 Lbs/G 6206 Kg/G 19 12 Cft House/House Freight Prepaid Shippers Load And Cou Nt Freight Payable By Seaco S Hipping Sa Under Terms Of Ser Vice Contract 299024061","11","BOX","1 Schleswigstarsse Apt#5 Hsg 65185 Wiesbaden De","Germany","DE","Saunders Samuel","","Phone Numbers:  --- Emails: ","1","1.5","9314210","Maersk Tennessee","419w","6206"
"2024/05/30","MEDUF5282076","Medu, Bcsl Us-Med Line Ltd.","3559 Port Jacksonville Pkwy Jacksonville Fl 32226 United States","United States","US","","Phone Numbers:  --- Emails: ","Bacardi Dist Ctr Bonded Dcb","4602","4000*900*800","4510","Jacksonville, Fl","1803","South Riding Point","23645","20240530","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Other cheese","040690","Other cheese","","MEDUF5282076","","0883038777 0004668940 4510743475 Same Same Same","265 Route De Meyrin Geneve Ge 1217 Switzerland","US","Tradall S A","Eristoff Vodka Seu Germain Liqueur All Charges From Door Door Payable Jfh Scm","380 Case(S) Eristoff Vodka 6X100Cl Seu 37.5% Ro Ep 21 1575 Case(S) St. Germain Liqueur 6X75 Us 20% Sp All Charges From Door To Door;Payable By Jfh Scm Nl","1955","CAS","Avenue Facundo Bacardi Beaucaire 30 30300 France","France","FR","Konings Spirits & Drinks France","","Phone Numbers:  --- Emails: ","1365","2","9314947","As Camellia","420a","19713"
"2024/05/30","NISNNSE40400640","Nisn, Nissin International Transport Usa","242 Raritan Center Parkway Edison","United States","US","","Phone Numbers:  --- Emails: ","Zebra Pen Corp","1999","4000*900*800","45G0","Los Angeles, Ca","2704","Singapore","55976","20240502","","040130","","","YMJAW425914523","Zbp Dia York Indonesia Izpl","Zbp ( In Dia ) New York Made In Indonesia C/No. 1-18 Izpl-S-26-24","445 S Curtis Road West Allias","US","Industries For The Blind Ibvi","Zebra Brand Zebra Brand Refill Indonesia","1 Packages = 18 Cartons Of 45,000 Pcs Of Zebra Brand Part 15,000 Pcs Of Zebra Brand Refill Made In Indonesia","1","PKG","2-9 Higashi-Gokencho Shinjuku-Ku C/O Pt Zebra Asaba Industries","Indonesia","ID","Zebra Co Ltd","","Phone Numbers:  --- Emails: ","1343","1.5","Nyk Orion","Nyk Orion","074e","186"
"2024/05/30","KWLD14630095193","Kwld","2121 B Frontera Rd","United States","US","","Phone Numbers:  --- Emails: ","Gentherm Inc","17004","4000*900*800","4510","Houston, Tx","5301","Bremerhaven","42870","20240530","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; Other ; Other","040299","Other","","MEDUEI760509","Packed","193 84 Pk Packed On 4 Pl / 1036 Kg Hs Code 8","2121 B Frontera Rd","US","Gentherm Inc","Stocko Automotive Ams Kwld Tariff","Stocko Automotive Parts Ams Ref Kwld14630095 5366990 Inv 901705071 Tariff Item Number 10 11-23-0417","84","PKG","Kg Simonshoefchen 31","Germany","DE","Stocko Contact Gmbh & Co","","Phone Numbers:  --- Emails: ","865","1.5","9314210","Maersk Tennessee","419w","1036"
"2024/05/30","PPILQ24040040","Ppil","200 Connecticut Ave Norwalk Connec Ticut 06854 Us","United States","US","","Phone Numbers:  --- Emails: ","Limson Trade Inc","13269","2000*806*800,2000*806*800,2000*806*800","221022102210","Norfolk, Va","1401","Qingdao","57047","20240515","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Natural honey","040900","Natural honey","","MEDUQR472935","","","","","","Canned Diced Peaches Extra Light Syrup","6/A10 Canned Diced Peaches In Extra Light Syrup","3024","CTN","Flat/Rm B 8/F Chong Ming Bldg 72 Cheung Sha Wan Road Kl Hk","China","CN","East Land Hk Co Ltd","","Phone Numbers:  --- Emails: ","1814","4.5","9932531","Zim Mount Vinson","1e","61500"
"2024/05/30","PPILQ24040039","Ppil","200 Connecticut Ave Norwalk Connec Ticut 06854 Us","United States","US","","Phone Numbers:  --- Emails: ","Limson Trade Inc","13269","2000*806*800","2210","Norfolk, Va","1401","Qingdao","57047","20240515","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Natural honey","040900","Natural honey","","MEDUQR472927","","","","","","Canned Diced Peaches Extra Light Syrup","6/A10 Canned Diced Peaches In Extra Light Syrup","1008","CTN","Flat/Rm B 8/F Chong Ming Bldg 72 Cheung Sha Wan Road Kl Hk","China","CN","East Land Hk Co Ltd","","Phone Numbers:  --- Emails: ","1814","1.5","9932531","Zim Mount Vinson","1e","20160"
"2024/05/30","ZIMUDRR03316","Zimu, Zim Israel Navigation Co","75 Hammond St Worcester Ma 01610 United State Of America","United States","US","","Phone Numbers:  --- Emails: ","Usimportalb Llc","14","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240529","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","ZIMUDRR03316","","","1600 Lower Road Linden Nj 07036 Phone: 908 291 8001 Lynn@Alliedchb Com","US","Allied Chb Inc","Cheese Cheese","(Pallets Cheese Cheese","1250","PKG","Vaqarr Tirane Albania","Albania","AL","Sea Shpk","","Phone Numbers:  --- Emails: ","263","2","9440837","Zim Pacific","348e","24184"
"2024/05/30","ZIMUPIE206389","Zimu, Zim Israel Navigation Co","450 N Bedford Dr Suite 312 Beverly Hills Ca 90067 Usa Tel : +1-310-859-2711 E: Jonathan@Medliciousfoods Com","United States","US","medliciousfoods.com","Phone Numbers:  --- Emails: ","Medilicious Foods","1","2000*806*800","2200","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240529","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Natural honey","040900","Natural honey","","ZIMUPIE941312","Pir Lax Marks Fragiadakis Medlicious","Pir24/Lax/3 Marks:P.C 2984 Fragiadakis Medlicious","450 N Bedford Dr Suite 312 Beverly Hills Ca 90067 Usa Tel : +1-310-859-2711 E: Jonathan@Medliciousfoods Com","US","Medilicious Foods","Crates Medlicious Crean Honey Delivery Sea Shippin Line Maple Ave Red Bank Usa","(Boxes) On 2 Crates With Medlicious Crean Honey Hs Code: 0409000 Delivery To: Sea Shippin G Line 114 Maple Ave. Red Bank,Nj 07701 Usa Tel : +1-732-530-2085","200","PKG","G P Productions-Standardization & Trade Of Honey Products Moires Of Heraklion Crete Greece Tel/Fax: +30-2829022645","Greece","GR","Fragiadakis Konstantinos & Co","","Phone Numbers:  --- Emails: ","21","1","9440837","Zim Pacific","348e","11917"
"2024/05/30","SVDLSDB01S478742","Svdl, Savino Del Bene S P A","Of America One Selleck Street","United States","US","","Phone Numbers:  --- Emails: ","Bertozzi Corp","200","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","La Spezia","47531","20240515","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","CMDUGEN1713907","","457","Of America One Selleck Street","US","Bertozzi Corp","Cheese","Cheese","1320","PKG","Via Polonia 30/33","Italy","IT","Caseifici Granterre S P A","","Phone Numbers:  --- Emails: ","172","1.5","Cma Cgm Lapis","Cma Cgm Lapis","0ub3r","6179"
"2024/05/30","HLCUBEL240402120","Hlcu, Hapag-Lloyd A G","27 Red Hills Road Kingston 10 Jamaica West Indies Tel 876 984 2540","United States","US","","Phone Numbers:  --- Emails: ","Lasco Manufacturing Limited","248","4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800","4.51045104510451e+19","Norfolk, Va","1401","Rotterdam","42157","20240528","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 percent","040210","In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 percent","","HLCUBEL240402120","","","27 Red Hills Road Kingston 10 Jamaica West Indies Tel 876 984 2540","US","Lasco Manufacturing Limited","Instant Fat Filled Milk Powder Instant Fat Filled Milk Powder Instant Fat Filled Milk Powder Instant Fat Filled Milk Powder Days Free Time Kingston Jamaica","Instant Fat Filled Milk Powder X 25Kgs Instant Fat Filled Milk Powder Total Net Weight 25,000Kgs. Instant Fat Filled Milk Powder X 25Kgs Instant Fat Filled Milk Powder Total Net Weight 25,000Kgs 14 Days Free Time D&D In Kingston, Jamaica Freight Prepaid","5000","PCS","Greenfields House Quayside Office Park 14 Dargan Crescent Belfast Bt3 9Jp","Ireland","IE","Greenfields Ireland Limited","","Phone Numbers:  --- Emails: ","102","10","9294537","As Penelope","419s","126500"
"2024/05/30","ZIMUMER24942766","Zimu, Zim Israel Navigation Co","3 Tamaques Way Westfield Nj 07090 Us Ph +1 9205625011","United States","US","","Phone Numbers:  --- Emails: ","Prolat Usa Llc","79","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Adana","48938","20240529","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Other cheese","040690","Other cheese","","ZIMUMER24942766","","","4398 Victory Blvd Staten Island Ny 10314 Us Ph +1 718-370-1194 Email: Sinaf@Cordaroshipping Com","US","Cordaro Shipping Co Inc","Pecorino Cheese Grating","Pecorino Cheese For Grating Hs Code : 0406903","2298","PCS","Sti 2 Organize San Bol 3Cd N27 Eyyubiye Sanliurfa 63200 Tr Ph 04145020656 Fax 04142901645","Turkey","TR","Urfarm Sut Ve Sut Urunleri Gida San Ve Tic Ltd","","Phone Numbers: ,  --- Emails: ","2","2.12","9440837","Zim Pacific","348e","28685"
"2024/05/30","MAEI239042114","Maei","2261 Hughes Avenue Ste 160 Arkansas Us","United States","US","","Phone Numbers:  --- Emails: ","Rowles Caleb Jppso San Antonio Tx","1","4000*906*802","4EB0","Houston, Tx","5301","Bremerhaven","42870","20240530","","040130","","","MAEI238766966","","","2261 Hughes Avenue Ste 160 Arkansas Us","US","Rowles Caleb Jppso San Antonio Tx","Household Personal Ffects Harmonized Tariff Sche Dule Aerm Wkfs Rowles Caleb Cft House House Prepai Shippers Eight Payable Seaco Shippin Under Terms Service Ontract","Household Goods And Personal E Ffects Harmonized Tariff Sche Dule: 9805.00.50 Aerm Wkfs0 128660 Rowles, Caleb 6/6 Boxes 6927 Lbs/G 3142 Kg/G 1081 Cft House/House Freight Prepai D Shippers Load And Count Fr Eight Payable By Seaco Shippin G Sa Under Terms Of Service C Ontract 299024061","6","BOX","Frobelstrasse 3 66901 Schonenberg Kubelberg De","Germany","DE","Rowles Caleb","","Phone Numbers:  --- Emails: ","1","1.5","9314210","Maersk Tennessee","419w","3142"
"2024/05/30","ZIMUVAN958292","Zimu, Zim Israel Navigation Co","Petreza 19004 Spata Athens Greece Tel: 30 210 663 0505","United States","US","","Phone Numbers:  --- Emails: ","Alinda Velco S A","43","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240529","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included ; Other","040490","Other","","ZIMUVAN958292","","","Petreza 19004 Spata Athens Greece Tel: 30 210 663 0505","US","Alinda Velco S A","Mpc Milk Protein Concentrate Bags Each Wood Applicable Vtls Cers Dthc","Mpc 1800 Milk Protein Concentrate Hs Code: 04.04.90.10 1200 Bags @ 20 Kg Each Wood Packaging Not Applicable Net Weight:24,000 Kg Gross Weight: 24,504 Kg Po# 0904Vtls-3-1 Cers# Lc0432202405103480273 Freight Prepaid, Dthc Collect","1200","BAG","3911 Mt Lehman Road Abbotsford Bc V2T 5W5 Canada Tax Id: 850234261Rm0001","Canada","CA","Vitalus Nutrition Inc","","Phone Numbers:  --- Emails: ","314","2.12","9440837","Zim Pacific","348e","28514"
"2024/05/30","ZIMUVAN958520","Zimu, Zim Israel Navigation Co","Petreza 19004 Spata Athens Greece Tel: 30 210 663 0505","United States","US","","Phone Numbers:  --- Emails: ","Alinda Velco S A","43","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240529","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included ; Other","040490","Other","","ZIMUVAN958520","","","Petreza 19004 Spata Athens Greece Tel: 30 210 663 0505","US","Alinda Velco S A","Mpc Milk Protein Concentrate Bags Each Wood Applicable Vtls Cers Dthc","Mpc 1800 Milk Protein Concentrate Hs Code: 04.04.90.10 1200 Bags @ 20 Kg Each Wood Packaging Not Applicable Net Weight:24,000 Kg Gross Weight: 24,504 Kg Po# 0904Vtls-3-5 Cers# Lc0432202405133485325 Freight Prepaid, Dthc Collect","1200","BAG","3911 Mt Lehman Road Abbotsford Bc V2T5W5 Canada Tax Id: 850234261Rm0001","Canada","CA","Vitalus Nutrition Inc","","Phone Numbers:  --- Emails: ","314","2.12","9440837","Zim Pacific","348e","28514"
