"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/30","ITGB9838124","Itgb","5105 Fisher Street Saint Laurent H4T 1J8 Ca","United States","US","","Phone Numbers:  --- Emails: ","Nature S Touch Frozen Food","11094","4000*806*800","42G0","New York, Ny","1001","Cartagena","30107","20240611","","010592","","","ONEYSCLE10584300","","","5105 Fisher Street Saint Laurent H4T 1J8 Ca","US","Nature S Touch Frozen Food","Strawberry Conventional","2000 Cases Of Strawberry Conventional","2000","PKG","Parcela 43 Pp San Cristobal Teno Curico 3360000 Cl","Columbia","CO","Frucol Chile Spa","","Phone Numbers:  --- Emails: ","22","2","Cma Cgm Beira","Cma Cgm Beira","125n","25120"
"2024/05/30","ONEYPNHE07437700","Oney","8320 E Hartford Drive Scottsdale Az85255 Us","United States","US","","Phone Numbers:  --- Emails: ","American Pacific Industries Inc","14050","4000*900*800","45G1","Los Angeles, Ca","2704","Singapore","55976","20240530","","010612","","","ONEYPNHE07437700","","","8320 E Hartford Drive Scottsdale Az85255 Us","US","American Pacific Industries Inc","Advanta Brand Tires Purchase","Advanta Brand Tires Purchase Order Po#16","780","PCS","Sihanoukville Special Economic Zonesihanoukville 18000 Kh","Cambodia","KH","General Tires Technology Cambodia Co Ltd","","Phone Numbers:  --- Emails: ","1253","1.5","9312999","Nyk Orion","076e","9087"
"2024/05/30","OOLU2036625480","Oolu, Orient Overseas Container Line Inc","Room 303 Jg Building C Raymundo Av Pasig City 1609 Philippines","United States","US","","Phone Numbers:  --- Emails: ","First Maestro Food Services Company","174","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","","010592","","","OOLU2036625480","","","Room 303 Jg Building C Raymundo Av Pasig City 1609 Philippines","US","First Maestro Food Services Company","Frozen Chicken Drumsticks","Frozen Chicken Drumsticks","1300","CTN","2333 North Sheridan Way Suite 100 Mississauga On Canada","Canada","CA","Sure Good Foods Ltd","","Phone Numbers:  --- Emails: ","2348","2.02","9229324","Gsl Christen","083w","27264"
"2024/05/30","OERT201701N06155","Oert","110 16Th St Ste 1460 Denver Co 80202 U S A","United States","US","","Phone Numbers:  --- Emails: ","Tacis Trade Inc","9","4000*900*800","4500","Houston, Tx","5301","Shanghai","57035","20240601","","010592","","","CMDUCHN1063843","","","110 16Th St Ste 1460 Denver Co 80202 U S A","US","Tacis Trade Inc","Chicken Coop Room Dog Crate","Chicken Coop Room/Dog Crate","460","CTN","Room 103 Block 10 North Of The Huocheng County Road Xiaogan City Hubei China","China","CN","Hubei Jiusheng Trade Co Ltd","","Phone Numbers:  --- Emails: ","124","1.5","9221827","Buxcoast","0pght","16862"
"2024/05/30","TZWH62404102469","Tzwh","6026 Frontier Dr","United States","US","","Phone Numbers:  --- Emails: ","Julio Alvarado","5","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226833","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.21","Seaspan Chiba","Seaspan Chiba","78e","2"
"2024/05/30","TZWH62404107727","Tzwh","23 Riverdale Rd","United States","US","","Phone Numbers:  --- Emails: ","Linda Stryker","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226833","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","OOLU2739296560","Oolu, Orient Overseas Container Line Inc","Unit 603 Union Bank Building Quint Manila 1016 Philippines","United States","US","","Phone Numbers:  --- Emails: ","Mundo Food Solutions Inc","1","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","","010592","","","OOLU2739296560","Oolu Cfia","Oolu6432400 Seal #: Cfia1000008803/ 15541077","Unit 603 Union Bank Building Quint Manila 1016 Philippines","US","Mundo Food Solutions Inc","Frozen Chicken Drumstick","Frozen Chicken Drumstick","1350","CTN","40 Eglinton Ave East Suite 710 Toronto On Canada","Canada","CA","West Shefford Food Co Inc","","Phone Numbers:  --- Emails: ","3490","2.12","9229324","Gsl Christen","083w","28322"
"2024/05/30","TZWH62404130503","Tzwh","6507 Dimarco Rd","United States","US","","Phone Numbers:  --- Emails: ","Oscar Santana","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226936","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","TZWH62404115935","Tzwh","730 Garden St","United States","US","","Phone Numbers:  --- Emails: ","Junior Del Orbe","2","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226814","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","CTN","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.53","Seaspan Chiba","Seaspan Chiba","78e","8"
"2024/05/30","HLCUHAM240447035","Hlcu, Hapag-Lloyd A G","Vensurlaan 3 Wanica Paramaribo Suriname","United States","US","","Phone Numbers:  --- Emails: ","Kersten Bem Nv","1","2000*806*800","2210","Norfolk, Va","1401","Rotterdam","42157","20240528","Live animals ; Live swine ; Other ; Weighing less than 50 kg each","010391","Weighing less than 50 kg each","","HLCUHAM240447035","Kersten Bem Wanica Paramaribo Suriname","Po P2023-0534 Kersten Bem Nv Wanica(Paramaribo) Suriname","Phone +597 481155 Iwan Holder/Iwan Holderkersten Sr Steve Jhapsie/Steve Jhapsiekersten Sr","US","Same As Consignee","Assyx Duroboards Each Assyx Duroboards Pallet Assyx Duroboards","300 Pcs Assyx Duroboards 7 Pallets Each With 38 Assyx Duroboards 1 Pallet With 34 Assyx Duroboards","8","PCS","Kg Zum Koegelborn 6 De-56626 Andernach Germany","Germany","DE","Assyx Gmbh & Co","","Phone Numbers:  --- Emails: ","40","1","9294537","As Penelope","419s","12896"
"2024/05/30","TZWH62404121063","Tzwh","66 Lane Rd Moses Lake","United States","US","","Phone Numbers:  --- Emails: ","April Shearer","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226939","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.21","Seaspan Chiba","Seaspan Chiba","78e","2"
"2024/05/30","TZWH62404142377","Tzwh","6506 Hwy 246 S","United States","US","","Phone Numbers:  --- Emails: ","Johnson Wooten","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","Live animals ; Live poultry of the following kinds: Chickens, ducks, geese, turkeys and guineas ; Weighing not more than 185 g ; Chickens","010511","Chickens","","ZIMUSHH31226939","Marks","No-Marks","","","","Broiler","Broiler","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.64","Seaspan Chiba","Seaspan Chiba","78e","10"
"2024/05/30","TZWH62404111913","Tzwh","338 R St","United States","US","","Phone Numbers:  --- Emails: ","Wilzaris Olavarria Gonzalez","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226937","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","CTN","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","TZWH62404119801","Tzwh","12514 Toxie Spence Rd","United States","US","","Phone Numbers:  --- Emails: ","Carolyn Lilly","5","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226941","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.47","Seaspan Chiba","Seaspan Chiba","78e","7"
"2024/05/30","TZWH62404127601","Tzwh","14244 Peaceful Valley Rd","United States","US","","Phone Numbers:  --- Emails: ","Hope Cox","3","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226941","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.26","Seaspan Chiba","Seaspan Chiba","78e","3"
"2024/05/30","TZWH62404115237","Tzwh","37226 Camelot Dr","United States","US","","Phone Numbers:  --- Emails: ","Georgia Stein","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226935","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.21","Seaspan Chiba","Seaspan Chiba","78e","2"
"2024/05/30","TZWH62404117757","Tzwh","3261 Sw Avalon Way","United States","US","","Phone Numbers:  --- Emails: ","Ms Parker","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","Live animals ; Live poultry of the following kinds: Chickens, ducks, geese, turkeys and guineas ; Weighing not more than 185 g ; Chickens","010511","Chickens","","ZIMUSHH31226935","Marks","No-Marks","","","","Broiler","Broiler","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.37","Seaspan Chiba","Seaspan Chiba","78e","5"
"2024/05/30","TZWH62404109039","Tzwh","438 S Lasalle St","United States","US","","Phone Numbers:  --- Emails: ","Jose Dominguez","28","2000*806*800","","Los Angeles, Ca","2704","Yantian","57078","20240430","","010639","","","ZIMUSHH31226940","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.69","Seaspan Chiba","Seaspan Chiba","78e","11"
"2024/05/30","SMLU8063875A","Smlu, Seaboard Marine Ltd","5230 Rorer St Philadelphia Pa 19120 Usa","United States","US","","Phone Numbers:  --- Emails: ","The Munchie People Llc","242","4000*900*800","4532","Chester, Pa","1102","Puerto Manzanillo","22556","20240527","Live animals ; Live swine ; Other ; Weighing less than 50 kg each","010391","Weighing less than 50 kg each","","SMLU8063875A","","","399 Market St Ste 220 Philadelphia Pa 19106-2117 Usa","US","J&K Fresh East","Fresh Plantain Partida Temp Neto Bruto Thermograph Dae","Boxes Fresh Plantain 22 Kg. Partida O803101000 Temp. 8 C 23.760,00 Kg. Neto 25.360,00 Kg. Bruto Thermograph Dae 028-2024-40-01047697","1080","BOX","Carlos Alberto Aray S/N Y Eloy Alfaro El Carmen Manabi Ecu","Ecuador","EC","Fredy Eduardo Cuenca Basurto","","Phone Numbers:  --- Emails: ","108","2","9374454","Seaboard Pioneer","158","25360"
"2024/05/30","BZZNVAL1467203","Bzzn","3679 Bowen Road Howell Mi 48855 Us","United States","US","","Phone Numbers:  --- Emails: ","Helimax Aviation Inc","11","NC","","Houston, Tx","5301","Valparaiso","33797","20240515","Live animals ; Live horses, asses, mules and hinnies ; Other","010190","Other","","ICLGB237091001","Helimax","Helimax","","","","Kawasaki Mule","Kawasaki Mule","361","PKG","C O Helicopteros Del Pacifico Parcela Nq Km 17 5 Ruta S-30 Casilla Nq 281 Temuco Cl","Brazil","BR","Helimax Aviation","","Phone Numbers:  --- Emails: ","5","0","Industrial Charger","Industrial Charger","3094","1556"
"2024/05/30","YMJAE209072662","Ymja","Administrative Agent For Bw Fiber Glass Inc 100 Glass Way Shelby Nc 28152 Usa","United States","US","","Phone Numbers:  --- Emails: ","Jpmorgan Chase Bank N A As","6027","4000*806*800","42G0","Charleston, Sc","1601","Kao Hsiung","58309","20240525","","010612","","","YMJAE209072662","Charleston Taiwan","Bw Charleston C/No.469-504 Made In Taiwan R.O.C. // //","100 Glass Way Shelby Nc 28152 Usa P 704-434-8005 F 704-434-9794","US","Jpmorgan Chase Bank N A As Admini For B W Fiber Glass Inc","Continuous Strand Fiberglass Yarn Covered Under Multiple Purchase Releases Ecde Purchase Declared Plt Above Mentioned Purchase","Continuous Strand Fiberglass Yarn, Covered Under Multiple Purchase Order Releases Po No.32366 Ecde75 1/0 0.7Z (Ig) Purchase Order Number 32366 Shipper Declared 36Plt=(36Ctn) Above Mentioned Purchase No. Or Order No","36","CTN","28F No 216 Tunhwa South Road Sec 2 Taipei Taiwan","Taiwan","TW","Fulltech Fiber Glass Corp","","Phone Numbers:  --- Emails: ","2939","2","9944467","Hmm Amethyst","001e","19079"
"2024/05/30","PNSSEP412FLL02","Pnss, Princess Cruises","Limited Unit 1 Central Trading Estate Marine Parade","United States","US","","Phone Numbers:  --- Emails: ","R & M Electrical Group","17","2000*806*800","","Port Everglades, Fl","5203","Nassau, New Providence Island","23661","20240530","","010592","","","PNSSEP412FLL02","Staff Captain","Staff Captain","","","","Fixing Tester Hydrajaws","Fixing Tester, Hydrajaws (2000)","1","BOX","21906 Arnold Center Drive","Bahamas","BS","Princess Cruises","","Phone Numbers:  --- Emails: ","37574","0.64","Emerald Princess","Emerald Princess","ep412","10"
"2024/05/30","CHQFHTJ24040139E","Chqf, China International Freight Co Ltd","328 S Campbell Ave","United States","US","","Phone Numbers:  --- Emails: ","Brave Trade Llc","274","4000*900*800","45G1","Long Beach, Ca","2709","Tianjin","57043","20240529","","010592","","","COSU6383286340","","","328 S Campbell Ave","US","Brave Trade Llc","Dog Kennel Chicken Coop","Dog Kennel,Chicken Coop","350","CTN","Rm1307 No 13 No 1 Shenggu Middle Rddongcheng Dist","China","CN","Beijing Hittite Technology Co Ltd","","Phone Numbers:  --- Emails: ","77","2","9355563","Cosco Kaohsiung","102e","18449"
"2024/05/30","TZWH62404107319","Tzwh","107 Bender Ave","United States","US","","Phone Numbers:  --- Emails: ","Jennifer Howard","12","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226833","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","TZWH62404146713","Tzwh","3649 Valley Forge Dr","United States","US","","Phone Numbers:  --- Emails: ","Lisa Coad","3","2000*806*800","","Los Angeles, Ca","2704","Yantian","57078","20240430","","010639","","","ZIMUSHH31226940","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.21","Seaspan Chiba","Seaspan Chiba","78e","2"
"2024/05/30","MAEI239072510","Maei","18010 Room","United States","US","","Phone Numbers:  --- Emails: ","Alisia Harris Iii Corps & Ft Hood Fort Hood Tx Bldg","1","4000*906*802","4EB0","Houston, Tx","5301","Bremerhaven","42870","20240530","","010592","","","MAEI238766791","","","18010 Room","US","Alisia Harris Iii Corps & Ft Hood Fort Hood Tx Bldg","Household Perso Nal Effects Gmsq Wkfs Alisia Harris Cft","Used Household Goods And Perso Nal Effects Gmsq Wkfs013025 8 Alisia Harris 10/18 Boxes 14152 Lbs/G 2000 Cft","10","CTN","Otterbergstr 56 67727 Lohnsfeld De","Germany","DE","Alisia Harris","","Phone Numbers:  --- Emails: ","1","1.5","9314210","Maersk Tennessee","419w","6419"
"2024/05/30","CCLLSHAS24920620","Ccll, Cancilla, Frank F Iii","300 Garlington Road","United States","US","","Phone Numbers:  --- Emails: ","Ge Gas Turbines Greenville Llc","2249","4000*806*800","42P1","Long Beach, Ca","2709","Shanghai","57035","20240529","","010592","","","OOLU2148175940","","4102450543","","","","Exh Assy Pshipment","Exh Fr Assy 7001 L/Pshipment Id#201690116Or# 4102450543-2000","4","PKG","93 Xiling 2 Road 93 Xiling 2 Road","China","CN","Yichang Marine Diesel Engine Co L","","Phone Numbers:  --- Emails: ","627","1.5","9355563","Cosco Kaohsiung","102e","17170"
"2024/05/30","CHSL473812528ANR","Chsl, Chisley Motor Coaches","C O Condata G 14600 W 94Th St","United States","US","","Phone Numbers:  --- Emails: ","Donaldson Company Inc","7466","2000*806*800","","Norfolk, Va","1401","Anvers","42305","20240530","Live animals ; Live swine ; Other ; Weighing less than 50 kg each","010391","Weighing less than 50 kg each","","HLCUANR240501475","","297587345 297587346 297586935","","","","Refs Donaldson Leuven Eindbestemming Rensselaer Usa Bruto Gewicht Netto Gewicht","Refs 297587345 297587346 297586935 Shipper Donaldson Leuven Be Eindbestemming 47978-7348 Rensselaer - Usa 42 Pallets 1 Carton Bruto Gewicht 9674.50 Kg Netto Gewicht 8955.40 Kg","43","PKG","Building 1303 Interleuvenlaan 1","Belgium","BE","Donaldson Europe Bv Research Park","","Phone Numbers:  --- Emails: ","245","1","9294537","As Penelope","419s","9674"
"2024/05/30","TZWH62404097829","Tzwh","1834 Summer St","United States","US","","Phone Numbers:  --- Emails: ","Angela Egan C O Morrison Constru","3","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226935","Marks","No-Marks","","","","Bird Feeder","Bird Feeder","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","TZWH62404126025","Tzwh","4403 48Th Ave","United States","US","","Phone Numbers:  --- Emails: ","Rose Soto","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226824","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
"2024/05/30","TZWH62404141341","Tzwh","48943 300Th Ave","United States","US","","Phone Numbers:  --- Emails: ","Larisa Kovalenko","1","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226939","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","1","Seaspan Chiba","Seaspan Chiba","78e","20"
"2024/05/30","SMLU8073555A003","Smlu, Seaboard Marine Ltd","Partnership 4405 Blvd Metropolitan E Montreal Quebec Canada H1R 1Z4 Can","United States","US","","Phone Numbers:  --- Emails: ","Canadelle Limited","2245","4500*900*800","9511","Miami, Fl","5201","Puerto Cortes","21531","20240530","","014291","","","SMLU8073555A003","","056326","645 Wellington St Ste 400 Montreal Quebec Canada Can","CA","Ch Robinson Worldwide Canada Ltd","Finished Bras Finished Shirt Manifest","Cartons Finished Bras Finished Shirt Manifest Code 0F14291,0F14298 Dc Code 3M","375","CTN","23 Fte A Blvdzip Buena Vista Villanueva Honduras Hon","Honduras","HN","Confecciones Del Valle S De Rl Carr A Tegucigalpa Km","","Phone Numbers:  --- Emails: ","903","1.62","9344239","Diana J","642","2491"
"2024/05/30","TZWH62404140025","Tzwh","203 N 16Th St","United States","US","","Phone Numbers:  --- Emails: ","Dorysleivy Cabeza Arcelo","2","2000*806*800","","Long Beach, Ca","2709","Yantian","57078","20240430","","010639","","","ZIMUSHH31226944","Marks","No-Marks","","","","Bird Cage","Bird Cage","1","PCS","World Trade Center 2 Shimao East Ro","China","CN","Hainan Golden Shell Co Ltd","","Phone Numbers:  --- Emails: ","428755","0.15","Seaspan Chiba","Seaspan Chiba","78e","1"
